CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Income,Closed_Account
721525758,45,M,5,Doctorate,Married,Blue,35,2,2,2,2226,1229,997,784,4928,77,638,552,117.45732232928276,0
712381683,42,F,4,Unknown,Married,Blue,36,1,4,2,7469,837,6632,828,8281,80,739,112,186.2785624340177,0
709838508,45,M,3,Graduate,Divorced,Silver,31,2,1,3,34516,1509,33007,728,7167,91,625,44,64.38295740634203,0
740784258,47,F,2,College,Single,Blue,40,4,3,3,1789,1088,701,683,4191,90,525,608,159.16361617855728,0
716056158,63,M,0,Graduate,Single,Blue,51,3,3,3,11619,0,11619,631,2395,49,361,0,60.43882834725082,1
708245808,35,M,3,Graduate,Married,Blue,36,4,1,4,19671,924,18747,82,13908,124,676,47,60.55240076035261,0
788827308,65,M,1,Graduate,Married,Blue,50,6,2,4,4507,1574,2933,744,1793,38,652,349,187.75081923231485,0
711013983,55,F,4,Unknown,Married,Blue,45,2,4,3,2158,0,2158,585,615,12,714,0,42.519301255233586,1
716938383,41,M,4,Unknown,Married,Blue,28,3,2,3,34516,0,34516,743,3811,61,743,0,92.16232749633492,0
711017433,41,M,3,Graduate,Divorced,Blue,23,5,2,4,14383,0,14383,735,4416,68,744,0,153.35353589616716,0
709429533,49,F,5,Graduate,Divorced,Blue,35,6,3,4,2561,0,2561,1021,2047,41,864,0,116.01350232958794,0
710997183,46,M,0,Unknown,Married,Gold,36,3,3,2,34516,1092,33424,737,1409,39,345,32,64.83696412760764,0
708871158,60,M,1,Graduate,Single,Silver,42,4,3,4,28701,0,28701,1165,3516,57,727,0,71.423060875386,0
772360683,57,M,1,High School,Married,Blue,46,3,3,4,31762,2517,29245,735,1515,36,714,79,169.10794271156192,0
709188108,45,M,2,Graduate,Single,Silver,33,4,2,2,34516,1529,32987,609,13940,105,81,44,71.15118012297899,0
720026058,49,M,3,Graduate,Married,Blue,36,6,1,3,21378,1284,20094,1101,3526,64,684,6,98.4265207592398,0
812973708,42,M,3,High School,Unknown,Blue,37,6,2,4,2793,1661,1132,1117,3247,69,865,595,55.25419878773391,0
719976558,47,M,2,Graduate,Unknown,Blue,34,3,2,4,4249,1562,2687,773,1881,49,815,368,79.30705460719764,0
716201883,46,M,2,Graduate,Unknown,Silver,39,2,2,3,34516,1381,33135,949,14696,114,966,4,169.7333111986518,0
720706008,30,M,2,Post-Graduate,Single,Blue,16,5,3,5,4533,1977,2556,664,2679,69,605,436,40.85413633380085,0
709616958,38,M,2,High School,Single,Silver,30,4,3,4,26556,1583,24973,694,3168,73,738,6,64.4683142285794,0
713412558,39,F,4,Post-Graduate,Married,Blue,22,3,3,1,5454,1108,4346,1021,2674,67,675,203,172.34605941921473,0
708324483,47,F,4,Unknown,Single,Blue,39,3,3,4,1548,0,1548,664,4420,71,775,0,70.27855040505528,0
720250158,45,M,2,College,Single,Blue,33,6,3,0,23218,1814,21404,1178,1749,37,2083,78,72.09416209254414,0
787599258,55,F,3,Graduate,Single,Blue,29,6,1,2,7361,1309,6052,504,1175,34,7,178,51.26869375817478,0
758340108,39,F,2,Graduate,Single,Silver,29,3,3,2,10024,913,9111,568,3906,78,592,91,68.33172966726124,0
711813258,56,M,2,College,Single,Gold,43,2,1,2,34516,2022,32494,761,13633,116,785,59,62.15558928903192,0
712375758,53,M,3,Uneducated,Married,Blue,43,3,3,1,16393,1423,14970,1642,1461,42,75,87,111.69276973232628,0
718824783,50,M,2,Unknown,Divorced,Blue,41,6,1,3,2966,1433,1533,49,1986,50,613,483,72.88232719525695,0
778929783,40,M,3,Graduate,Divorced,Blue,22,2,2,3,1925,0,1925,672,781,28,75,0,83.5701157618314,1
798558783,47,M,3,Graduate,Married,Blue,41,6,1,4,5833,1747,4086,551,3732,75,531,3,175.920395180583,0
817285758,49,M,4,Graduate,Single,Blue,33,5,5,3,16435,0,16435,676,1721,56,514,0,119.14904776960611,0
710164683,33,M,1,Graduate,Married,Blue,22,3,1,3,2859,2517,342,1254,2247,36,636,88,60.30571887269616,0
805261983,35,F,4,Unknown,Married,Blue,30,6,3,4,1626,979,647,1467,2847,61,968,602,74.29404202848673,0
713334483,46,M,1,Post-Graduate,Single,Blue,32,5,2,3,8766,0,8766,702,2263,35,522,0,74.65238807722926,1
719491233,55,M,1,College,Single,Blue,42,6,2,3,3515,2517,998,1051,4313,72,8,716,182.8266430646181,0
795266208,39,M,3,College,Single,Blue,30,4,2,1,8842,0,8842,624,4493,79,756,0,180.22331353276968,0
709581483,40,F,4,Doctorate,Married,Blue,21,1,2,1,2984,2517,467,574,2373,53,359,843,64.65050531551242,1
708996708,55,M,1,Graduate,Single,Blue,46,3,1,1,21032,1409,19623,767,15584,105,81,67,89.16987798176706,0
719054733,52,F,0,Post-Graduate,Single,Blue,40,4,3,2,14383,797,6413,87,4673,69,568,554,5.024118348956108,0
710353233,48,M,3,College,Divorced,Blue,39,4,3,2,13233,1106,12127,882,4288,47,621,84,78.96187263540924,0
708668283,39,M,2,Graduate,Married,Blue,22,5,4,2,5140,2517,2623,876,1842,36,714,49,92.66800733283162,0
713718558,46,M,3,Graduate,Married,Blue,37,6,2,5,2403,0,2403,727,3393,64,882,0,47.874499266035855,0
715571583,57,F,2,Doctorate,Divorced,Blue,47,5,1,2,2504,1915,589,897,4847,86,654,765,119.07544825226068,0
771630783,42,F,3,High School,Married,Blue,30,1,1,2,1821,935,886,781,4786,87,776,513,69.07344730570912,0
718354683,59,F,0,Graduate,Single,Silver,45,6,3,3,21358,1225,20133,681,3646,77,75,57,52.66316694673151,0
709965858,46,M,1,High School,Married,Blue,28,4,3,3,9880,1792,8088,804,4609,80,951,181,186.98798520490527,0
718090233,56,F,3,Graduate,Single,Blue,36,3,3,3,10016,1872,8144,735,2804,37,542,187,171.0175503976643,1
815240358,47,F,3,Uneducated,Married,Blue,42,4,1,4,25027,1501,23526,1063,3357,62,771,6,27.10930658504367,0
717090183,60,M,1,Doctorate,Married,Blue,50,6,1,2,21697,2144,19553,654,2117,48,655,99,150.07233686745167,0
710783358,46,M,3,High School,Unknown,Blue,35,5,3,2,2570,1764,806,786,4442,85,771,686,92.85870761610568,0
769684158,42,M,4,College,Single,Blue,36,3,3,2,2502,1488,1014,56,3763,75,875,595,46.31338158156723,0
714244383,39,M,3,College,Unknown,Blue,36,4,2,3,33406,1692,31714,1242,1529,30,875,51,111.19988851249218,0
715736283,55,F,4,Doctorate,Single,Blue,44,3,1,1,1912,0,1912,783,4666,98,719,0,154.69125802628696,0
788856408,50,F,5,Uneducated,Married,Blue,34,5,5,2,3317,1041,2276,923,4264,75,1027,314,110.8412865549326,0
772837083,41,M,3,Graduate,Married,Blue,32,2,3,1,27169,0,27169,781,3906,87,977,0,189.6520477160811,0
709108533,49,M,4,Graduate,Married,Blue,29,2,2,3,9959,2216,7743,747,15139,90,837,223,102.3197392746806,0
714365883,51,F,4,Uneducated,Unknown,Blue,40,3,3,4,7093,918,6175,56,3877,75,744,129,194.48775593191385,0
771237933,47,M,1,Uneducated,Unknown,Blue,34,4,1,3,20620,1085,19535,1276,1477,23,533,53,105.14066899195312,0
711153783,44,F,3,Uneducated,Single,Blue,36,5,3,1,14383,541,8973,821,4173,70,1188,376,141.0930935293436,0
719925483,46,M,4,Graduate,Married,Blue,36,2,1,1,2171,1043,1128,7,4531,88,833,48,98.31308113411067,0
824560758,35,F,3,Graduate,Single,Blue,31,1,3,4,1678,0,1678,676,2475,61,694,0,181.6010823007673,1
720537633,44,F,3,Doctorate,Married,Blue,36,2,3,1,3047,2139,908,842,4961,85,635,702,144.80266347527504,0
709051533,46,F,1,Graduate,Married,Blue,26,6,3,0,2933,1569,1364,648,4956,92,673,535,58.31662278622389,0
772303458,62,F,0,Doctorate,Married,Blue,51,3,3,2,3377,948,2429,461,1407,44,467,281,41.8066039448604,0
816890883,35,M,2,Uneducated,Single,Blue,30,6,3,3,21695,1257,20438,793,2266,74,48,58,67.47681397479028,0
710458758,65,F,0,Graduate,Married,Blue,53,5,3,5,4161,2491,1670,41,1203,30,579,599,148.3852058649063,0
708082083,45,F,3,High School,Married,Blue,36,4,3,3,3544,1661,1883,831,15149,111,734,469,1.788754342123866,0
710492733,29,M,0,Post-Graduate,Single,Blue,19,4,1,2,13632,1482,12150,893,2168,42,25,109,49.04013000894338,0
799253808,42,M,3,High School,Married,Silver,36,5,2,3,34516,1294,33222,679,13845,120,791,37,117.67404235899448,0
803335008,48,F,2,Graduate,Divorced,Blue,43,2,3,3,7791,1472,6319,979,13945,107,754,189,162.6096953637898,0
719186433,53,F,1,College,Single,Blue,44,3,2,2,11012,1328,9684,617,3793,86,654,121,112.92729396373034,0
818322033,41,F,3,Graduate,Married,Blue,36,6,6,4,2873,1247,1626,889,3943,80,702,434,171.1180518846959,0
718896108,48,F,3,High School,Unknown,Blue,36,2,1,1,14383,0,14383,885,5014,84,909,0,56.27307002432645,0
719848008,39,M,2,Graduate,Unknown,Silver,36,4,2,2,29808,0,29808,669,16098,128,684,0,68.17135388497263,0
712575708,55,F,2,High School,Married,Blue,36,5,1,4,1994,1175,819,794,4455,82,547,589,47.07885249517858,0
822961533,65,F,0,College,Divorced,Blue,56,5,2,3,13666,0,13666,808,3998,70,1,0,27.446103980764747,0
710741208,39,M,2,High School,Single,Blue,36,4,2,2,5269,1475,3794,1148,2094,25,667,28,111.05565372854473,0
824915208,44,F,3,Doctorate,Married,Blue,40,2,1,1,7212,1008,6204,727,5169,82,745,14,0.6243627052754164,0
715389708,36,F,3,Graduate,Married,Blue,28,4,3,2,4824,2517,2307,838,1516,32,391,522,44.12133186124265,0
711356733,45,F,5,Unknown,Single,Blue,36,2,2,3,3883,847,3036,951,4667,90,8,218,6.204215437173843,0
778255083,52,F,1,Uneducated,Married,Blue,42,5,3,3,3103,2517,586,881,4641,80,1,811,100.2296095713973,0
714992733,46,M,3,Graduate,Divorced,Blue,36,5,1,1,3210,2081,1129,615,3962,62,938,648,93.76695370301604,0
757053408,47,F,1,Graduate,Single,Blue,40,3,1,3,3811,1970,1841,828,3578,76,689,517,185.4520369321108,0
791822733,47,F,3,High School,Single,Blue,41,5,1,3,5630,748,4882,804,4904,81,761,133,118.8617177773267,0
716530533,43,F,2,Uneducated,Single,Blue,36,3,1,4,2573,1640,933,873,4094,77,638,637,141.0979832522571,0
718702908,53,F,2,Unknown,Single,Blue,36,6,2,1,1543,1041,502,92,4312,84,647,675,87.22753557376564,0
780707733,41,M,1,Graduate,Married,Blue,30,3,3,2,34516,2109,32407,703,6832,87,706,61,92.96209078282118,0
719385558,62,F,0,College,Married,Blue,49,6,1,2,14383,0,14383,757,1281,32,1,0,40.59988587163389,0
789717708,49,F,1,Unknown,Married,Blue,37,5,2,4,3943,1135,2808,672,4180,82,783,288,48.90739809256047,0
710064033,45,M,3,Uneducated,Married,Blue,28,2,2,5,4572,0,4572,48,3555,42,4,0,41.885436698794365,1
716805408,52,M,3,Doctorate,Married,Blue,40,6,2,2,5376,804,4572,51,4511,74,682,15,76.90791957080364,0
720949083,44,F,3,Uneducated,Single,Blue,33,5,3,5,3075,2517,558,922,3534,53,71,819,161.6345765069127,0
708085458,34,F,2,Uneducated,Single,Blue,24,6,2,2,14383,0,14383,827,3940,82,952,0,134.29997647181153,0
803776533,46,M,2,Post-Graduate,Single,Blue,41,3,3,2,10077,0,10077,639,2118,52,576,0,64.59108419716358,0
710267583,45,F,3,Doctorate,Divorced,Blue,33,6,3,2,12587,815,11772,576,3914,83,766,65,174.54439541324973,0
756658083,49,M,4,Post-Graduate,Single,Blue,42,3,2,1,30885,2018,28867,904,17350,115,62,65,87.00398482382298,0
756736008,45,F,2,Post-Graduate,Married,Blue,38,3,2,3,2911,1471,1440,871,4450,62,771,505,182.04124490730464,0
718665933,43,M,3,Unknown,Divorced,Blue,30,3,1,2,34516,2517,31999,77,7437,86,623,73,138.0043438449502,0
709178733,50,F,2,Post-Graduate,Married,Blue,36,3,2,3,5527,1120,4407,442,2281,37,48,203,41.7631242191419,1
815812683,47,M,3,Unknown,Single,Blue,42,5,3,2,8856,1433,7423,811,5072,77,711,162,160.44757371768355,0
710803008,40,F,3,Doctorate,Married,Blue,30,6,3,2,3125,2041,1084,675,4372,68,659,653,172.90647206827998,0
711531858,48,F,4,Unknown,Married,Blue,41,3,3,3,2447,1267,1180,449,2132,37,37,518,52.70967776887119,1
771071958,41,F,3,Graduate,Single,Blue,28,6,1,2,7768,1669,6099,797,1051,22,833,215,29.07193312421441,0
710975883,51,F,3,Uneducated,Married,Blue,43,3,1,2,2185,1761,424,682,1645,30,429,806,36.01767038926482,0
778523733,38,M,3,Graduate,Single,Blue,31,6,1,2,13637,0,13637,566,3625,73,659,0,83.86799779720604,0
720479058,50,F,1,Post-Graduate,Single,Blue,39,4,2,2,14383,851,5873,983,4379,64,829,592,43.93361299298704,0
710027508,61,M,0,Graduate,Married,Blue,54,3,2,0,1616,1047,569,984,1389,33,12,648,77.41521545685828,0
764776833,61,M,0,Graduate,Married,Blue,54,3,3,2,3077,1646,1431,456,1523,30,579,535,52.85248347558081,0
712571883,40,M,3,Graduate,Divorced,Silver,36,1,3,2,11409,1658,9751,989,4677,58,706,145,132.10390307940543,0
715624533,41,F,3,Unknown,Unknown,Blue,30,1,2,3,5357,1272,4085,708,7730,97,54,237,44.39771466422826,0
716580933,63,M,0,Uneducated,Single,Blue,36,3,3,3,1970,1224,746,54,4533,65,625,621,55.5275993142277,0
719609433,55,F,4,Uneducated,Divorced,Blue,43,5,3,2,1965,1525,440,855,4671,69,816,776,51.661114362068474,0
712246983,50,M,4,High School,Married,Blue,43,2,2,5,16748,2413,14335,769,15338,121,635,144,96.8439251743257,0
718274283,35,M,3,College,Single,Blue,36,5,1,3,2780,0,2780,565,2469,67,811,0,77.00016716960818,0
714717483,39,F,3,Uneducated,Divorced,Blue,29,5,1,2,26181,0,26181,913,1303,35,75,0,184.8418437410146,0
720254883,65,F,0,High School,Married,Blue,46,6,1,3,5877,1697,4180,1058,2494,58,706,289,57.42863887920976,0
714213708,35,F,3,College,Single,Blue,25,4,3,2,3611,2517,1094,537,2178,45,552,697,136.01777656003833,1
708712833,45,F,5,Graduate,Married,Blue,36,4,1,2,2289,1037,1252,504,4483,72,5,453,149.6349398046732,0
717091533,29,F,1,Graduate,Single,Blue,36,5,2,3,13613,1172,12441,657,4253,84,75,86,37.16515367850661,0
719430483,51,M,3,College,Married,Blue,40,3,3,2,34516,1476,33040,763,14145,119,776,43,154.3967493996024,0
715572783,51,M,3,Graduate,Married,Blue,31,6,1,2,7693,0,7693,579,4573,93,632,0,84.54925374127924,0
779284833,55,M,2,Post-Graduate,Single,Blue,37,3,3,1,22127,1799,20328,758,3591,63,75,81,60.1457401458174,0
772076208,58,M,4,College,Single,Blue,47,6,3,0,26108,1146,24962,476,3677,70,892,44,81.58950519748032,0
712950783,48,F,4,Uneducated,Married,Blue,38,3,2,3,2732,0,2732,76,739,16,455,0,6.863089744001627,1
716702358,44,F,2,Unknown,Married,Blue,33,5,3,2,2337,698,1639,836,4048,83,886,299,29.839653195813295,0
718899708,55,F,1,College,Married,Blue,36,6,3,2,17642,1846,15796,72,2148,54,862,105,26.376260397955775,0
712291308,52,F,1,Uneducated,Single,Blue,40,5,1,3,2259,1721,538,682,1852,38,81,762,53.29505912959576,0
712687083,44,M,3,Graduate,Married,Blue,24,1,1,3,15043,0,15043,649,7234,83,694,0,67.60171334259212,0
717966933,45,F,5,Uneducated,Married,Blue,37,3,1,1,2467,1446,1021,73,5024,81,62,586,35.26884219609201,0
710790258,47,M,2,Graduate,Married,Blue,38,6,3,2,28904,1899,27005,85,1334,35,4,66,110.46572878025472,0
716363658,51,M,2,Doctorate,Single,Blue,36,4,2,5,25873,582,25291,769,3920,84,647,22,199.3941421620548,0
720444408,35,F,1,College,Single,Blue,25,2,2,4,2231,1791,440,82,2576,42,75,803,125.31859972514212,1
712495233,31,F,0,Uneducated,Married,Blue,19,5,3,2,2370,1699,671,889,2411,53,656,717,40.273875184357166,0
713705358,37,M,2,Graduate,Single,Blue,28,2,6,1,7349,994,6355,864,13970,109,847,135,61.86986715532839,0
810220833,42,M,4,Graduate,Unknown,Silver,37,3,6,2,15871,2086,13785,745,1562,43,955,131,51.48669602815062,0
713120433,55,F,2,High School,Married,Blue,42,2,2,3,5431,2007,3424,661,4569,82,608,37,53.468007454648614,0
716695533,49,F,3,College,Married,Blue,29,3,3,3,2017,1557,460,738,3875,75,974,772,171.22351601719856,0
793636308,49,M,3,Uneducated,Single,Blue,43,2,2,2,4645,1650,2995,912,1193,33,65,355,100.7100373879075,0
771246708,40,M,5,Graduate,Unknown,Blue,27,5,2,3,31954,2297,29657,516,4371,82,64,72,165.15576761215925,0
801048483,34,M,3,Uneducated,Divorced,Blue,28,4,3,3,9180,1814,7366,628,2646,49,633,198,148.57323303818703,0
712266633,51,F,2,Unknown,Married,Blue,36,2,2,1,14800,1020,13780,896,8796,94,593,69,52.533105495385826,0
710581758,52,F,2,Graduate,Single,Blue,44,6,2,3,3360,1219,2141,412,1309,30,1,363,49.024258088320494,0
712255458,37,M,3,High School,Single,Blue,36,3,1,5,8418,2051,6367,847,2879,63,703,244,72.42038743570447,0
720592533,41,M,4,Graduate,Unknown,Blue,31,3,3,2,19782,868,18914,808,2535,44,467,44,102.65703173354268,1
711918033,37,F,3,Unknown,Married,Blue,17,3,1,3,1468,1074,394,697,2050,32,524,732,153.9892458356917,1
721428333,47,F,3,Unknown,Unknown,Blue,34,4,2,1,8109,541,7568,958,3609,77,604,67,153.13775315880775,0
714520233,59,F,0,Graduate,Married,Blue,36,2,3,2,1708,0,1708,443,1992,38,357,0,122.55682433024047,1
711487533,47,F,3,Unknown,Married,Blue,38,3,3,2,14383,0,14383,198,1687,38,226,0,14.680645195767283,1
710872233,27,M,0,Unknown,Single,Blue,17,5,1,2,4610,0,4610,794,2280,49,4,0,51.967450897209346,0
715651833,65,M,1,Unknown,Single,Blue,36,3,4,4,2351,0,2351,881,1593,35,591,0,127.65748868696392,1
758802333,40,M,2,Graduate,Single,Blue,33,3,1,2,20891,1213,19678,717,14641,117,773,58,166.4974769577384,0
708804633,44,F,2,Doctorate,Divorced,Blue,36,1,2,2,1916,0,1916,1041,2888,39,444,0,3.228315757587552,1
715343883,42,F,3,High School,Single,Blue,32,5,3,3,1931,1297,634,1037,4693,66,833,672,23.950152099132534,0
787665258,47,F,3,Unknown,Married,Blue,37,1,2,2,14383,0,14383,749,2393,36,636,0,84.59804505109787,1
716169258,47,F,5,Graduate,Married,Blue,39,3,3,4,7128,1560,5568,573,1468,44,76,219,149.7561905067414,0
771503958,49,M,2,Unknown,Single,Blue,37,5,1,3,2993,1265,1728,579,4089,72,674,423,59.62119033560157,0
712392108,51,M,3,High School,Married,Blue,36,3,2,4,10305,691,9614,485,1451,25,667,67,79.6116266772151,0
714974658,48,F,4,College,Married,Blue,36,6,1,4,2464,1867,597,6,1219,35,1333,758,36.16028381511569,0
709897983,35,F,2,Doctorate,Married,Blue,24,5,2,3,2655,1527,1128,715,1921,26,444,575,53.379673142917454,0
711615933,43,M,3,Graduate,Married,Blue,33,3,3,2,28170,1859,26311,568,1013,28,75,66,93.29344044439496,0
788802483,47,F,3,Uneducated,Unknown,Blue,29,2,2,3,2814,1595,1219,658,4766,87,582,567,172.93700398877263,0
789331908,40,F,3,High School,Unknown,Blue,30,5,2,2,8793,918,7875,471,5342,64,684,104,99.73899563774468,0
713785608,49,F,1,Doctorate,Single,Blue,40,1,2,3,2960,0,2960,962,4918,63,75,0,156.88757789321244,0
710841183,54,M,1,High School,Single,Blue,34,5,2,0,13940,2109,11831,66,15577,114,754,151,75.09424929507077,0
720148983,54,F,1,Uneducated,Married,Blue,40,5,2,4,2178,1144,1034,1585,1724,47,1043,525,105.1008818205446,0
719632683,40,M,3,Graduate,Single,Blue,30,6,3,3,2583,2235,348,508,4500,83,509,865,41.239371160045266,0
710533233,38,F,1,Graduate,Married,Blue,29,3,3,4,14383,0,14383,508,2139,47,567,0,192.2932042274624,1
714527433,39,M,4,Graduate,Married,Blue,30,5,2,2,17523,0,17523,424,1974,54,688,0,105.18250864930452,1
767958933,40,M,4,College,Married,Silver,34,3,2,1,15471,1291,14180,651,3993,77,674,83,52.42147274315357,0
708794133,46,F,4,High School,Unknown,Blue,37,3,1,4,2533,2136,397,757,3197,50,1174,843,198.95897493697703,0
719450508,53,M,2,High School,Married,Blue,41,4,3,3,7272,2037,5235,795,2333,56,697,28,121.80028511211276,0
769183908,51,F,2,Doctorate,Single,Blue,45,6,3,1,2109,683,1426,593,4321,58,812,324,79.52618785202503,0
711122958,41,F,3,Graduate,Single,Blue,33,5,3,3,1764,0,1764,552,2105,57,839,0,98.10404414311051,1
716968683,46,F,5,High School,Single,Blue,38,2,2,3,11287,1513,9774,672,5157,72,946,134,42.57122669368982,0
716900433,36,M,2,Graduate,Married,Blue,28,6,2,2,2540,1402,1138,1127,2384,61,794,552,64.42742278799415,0
720807183,55,M,2,Graduate,Single,Blue,36,3,2,1,15026,916,14110,721,3281,63,8,61,89.71613781526685,0
782548758,42,F,5,High School,Divorced,Blue,36,5,2,3,2069,1288,781,81,5668,82,64,623,35.266921343281865,0
712363158,36,M,1,Graduate,Single,Blue,24,3,2,1,20101,1299,18802,858,14732,115,855,65,66.87310063280165,0
710962308,57,F,4,High School,Single,Blue,36,3,6,3,4396,834,3562,66,4826,88,913,19,49.628266505897045,0
789698733,40,F,4,Uneducated,Married,Blue,27,5,3,1,4788,1088,3700,808,4438,78,95,227,76.84653555043042,0
819129858,46,F,2,Graduate,Single,Blue,41,5,3,0,4745,1270,3475,93,1519,31,938,268,11.727880919352174,0
767333808,50,F,2,Graduate,Unknown,Blue,43,5,3,4,3424,0,3424,765,4929,74,574,0,24.019353836774822,0
710229333,38,M,2,College,Single,Blue,20,6,1,3,11068,1254,9814,418,3812,64,641,113,51.42652220558375,0
769574883,41,M,2,High School,Married,Blue,32,3,1,3,12804,2517,10287,892,1101,37,276,197,43.99044945370406,0
783625008,51,M,2,Post-Graduate,Single,Blue,45,4,2,2,22294,0,22294,647,3444,71,614,0,121.05133946985006,0
709814883,45,F,2,High School,Single,Platinum,36,1,3,1,15987,2262,13725,714,15513,127,649,141,30.828154366463423,0
718768158,57,M,1,College,Single,Blue,48,3,1,2,3539,0,3539,781,1336,23,211,0,47.2418596688658,0
716237508,44,F,5,High School,Married,Blue,36,4,3,2,5254,2507,2747,751,4501,64,641,477,93.08639410883188,0
709548783,44,M,2,Doctorate,Unknown,Blue,36,5,3,4,14383,0,14383,602,2100,54,588,0,48.597764945589006,1
715390608,45,F,5,Graduate,Married,Blue,39,5,3,2,2867,1209,1658,727,5311,81,976,422,199.94189529679716,0
709707033,45,M,3,Graduate,Single,Blue,32,2,3,2,13162,0,13162,512,1424,38,583,0,67.69774436950684,1
788911458,40,F,4,College,Married,Blue,26,3,1,1,2972,0,2972,593,3840,69,769,0,149.54802631400526,0
718384233,52,M,5,Doctorate,Single,Silver,39,4,2,2,17835,868,16967,723,4258,58,657,49,55.200321171432734,0
714634983,44,F,1,Unknown,Single,Blue,36,3,3,3,3517,0,3517,634,2403,48,548,0,7.294129952788353,1
710058033,51,M,0,Uneducated,Divorced,Blue,41,4,1,0,23898,0,23898,486,3781,66,61,0,162.47714972123504,0
803587533,33,M,1,Uneducated,Single,Blue,28,6,3,4,2618,1812,806,706,3319,86,911,692,64.60473311599344,0
712275108,53,F,3,College,Married,Blue,33,4,3,3,5146,1618,3528,1073,1955,44,76,314,43.34980564657599,0
713605908,49,M,3,Graduate,Married,Blue,37,1,1,1,34516,1316,33200,569,3863,69,643,38,179.40784558653831,0
816528333,64,F,0,High School,Single,Blue,56,6,6,1,2609,1115,1494,753,4546,59,903,427,120.75730413198472,0
717121758,58,F,0,Graduate,Single,Blue,36,5,3,1,3008,2517,491,674,4627,68,659,837,80.28254373930395,0
720259308,39,M,3,High School,Single,Blue,30,5,3,3,6347,569,5778,668,3927,82,577,9,107.13066223077476,0
711578658,56,F,2,High School,Married,Blue,49,1,3,3,6380,2517,3863,706,13945,97,1064,395,52.10107746068388,0
711734508,55,M,2,Graduate,Married,Blue,47,3,3,3,9959,1209,8750,548,1584,28,273,121,118.22332727722824,0
825838908,39,F,1,Uneducated,Single,Blue,35,1,5,1,1961,0,1961,631,4846,92,84,0,54.401243990287185,0
716529258,42,M,4,Doctorate,Married,Blue,27,5,3,4,31864,0,31864,1009,1591,35,75,0,92.20930556766687,0
714216858,35,F,2,Unknown,Single,Blue,36,2,1,2,1507,0,1507,81,4679,85,771,0,41.72037020325661,0
715162608,48,F,2,Graduate,Single,Blue,41,4,2,3,2168,1323,845,687,2499,38,407,61,170.16746308654547,1
720422358,42,M,1,Post-Graduate,Single,Gold,36,1,1,2,34516,2276,32240,767,7485,90,552,66,75.38528286386281,0
716302383,47,F,4,Uneducated,Married,Blue,36,3,1,3,14241,2081,12160,909,1581,44,833,146,51.9952458050102,0
719574033,38,M,1,High School,Single,Blue,28,2,2,2,21906,0,21906,696,15349,119,7,0,60.345317451283336,0
789367083,41,F,2,Uneducated,Single,Blue,31,5,3,3,2450,1490,960,747,3778,64,684,608,63.90561801381409,0
815288583,32,M,0,Graduate,Married,Blue,27,3,3,2,4815,1591,3224,1409,2501,36,714,33,57.11130164563656,0
720418383,45,F,3,Unknown,Single,Blue,27,4,1,2,1877,0,1877,752,4854,80,818,0,24.063610285520554,0
710005683,56,M,2,College,Single,Blue,46,3,3,5,12540,1696,10844,799,16518,115,716,135,108.18818721920252,0
718436133,44,F,2,Graduate,Single,Blue,36,5,2,3,2368,1244,1124,935,4289,71,868,525,25.336618162691593,0
718596858,53,F,4,Graduate,Divorced,Blue,45,5,3,1,3369,2424,945,825,5220,78,592,72,54.716259581036866,0
817686633,26,F,1,College,Single,Blue,15,5,2,4,14383,737,7013,806,2856,39,5,512,93.47494803369044,0
714031983,41,F,3,High School,Single,Silver,36,6,1,3,11533,1418,10115,546,4038,63,615,123,147.41752850823104,0
719231583,61,M,1,Graduate,Unknown,Blue,49,6,2,2,16929,1838,15091,551,4799,79,519,109,63.239196399226785,0
714986583,55,F,4,Uneducated,Single,Blue,46,3,2,2,4978,923,4055,883,5025,62,879,185,142.85915563814342,0
716747283,44,F,2,Uneducated,Single,Blue,36,5,2,2,2097,1224,873,819,5059,79,681,584,2.528016082942486,0
720132258,49,M,3,Post-Graduate,Single,Silver,36,6,1,5,34516,1323,33193,934,3422,78,529,38,171.64482401683927,0
825756333,55,F,0,Uneducated,Married,Blue,51,4,3,1,2041,1885,156,587,2118,48,778,924,129.98563214205203,0
798972183,49,F,2,Unknown,Single,Blue,43,1,3,2,1643,526,1117,829,2520,38,583,32,46.12790650688112,1
809967783,34,F,4,Graduate,Divorced,Blue,26,5,5,3,3038,1539,1499,707,2189,54,688,507,40.73184466920793,0
715209333,32,M,0,High School,Single,Blue,36,1,1,1,6224,1965,4259,739,13630,124,699,316,60.82614476792514,0
808045833,49,M,3,Uneducated,Single,Blue,44,2,3,2,7659,1698,5961,992,15860,105,75,222,111.67338318191467,0
717958833,46,M,4,Graduate,Married,Blue,35,5,1,2,1535,700,835,2282,1848,25,1083,456,66.93225428462029,0
778375458,52,M,3,Graduate,Married,Blue,32,6,3,3,30820,1724,29096,948,3402,75,923,56,86.40676901675761,0
